transaction_id,merchant_id,amount,currency,settled_at,processor_reference,status
bc67f831-cbc8-4759-b5b7-8cc7e6b3c944,MERCH_0022,218.31,BRL,2025-03-08T07:36:40Z,PS-2025-0000000002,SETTLED
d7b00bdc-566e-4cbe-9aea-622fe6e987ca,MERCH_0073,192.24,BRL,2025-03-08T07:59:01Z,PS-2025-0000000065,SETTLED
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,MERCH_0023,30.57,BRL,2025-03-08T01:43:08Z,PS-2025-0000000107,SETTLED
5c418a83-eb04-459c-8cf1-73f974d9d1f5,MERCH_0091,79.67,BRL,2025-03-08T17:05:53Z,PS-2025-0000000146,SETTLED
20bd1422-0b0b-41de-be61-2d6605bf0618,MERCH_0074,114.24,BRL,2025-03-08T01:33:57Z,PS-2025-0000000185,SETTLED
36e6ba85-19ab-4c15-a96b-67bff301bb6c,MERCH_0066,126.94,BRL,2025-03-08T22:15:36Z,PS-2025-0000000191,SETTLED
1b4ffd5f-c768-4339-a7ef-53575b249c2a,MERCH_0016,215.12,BRL,2025-03-08T09:05:28Z,PS-2025-0000000197,SETTLED
b63fa809-ee4d-4dec-bd47-288513f0e33f,MERCH_0074,120.68,BRL,2025-03-08T11:18:06Z,PS-2025-0000000251,SETTLED
4ec77371-a4b6-4cfa-8a61-9e64caf0f442,MERCH_0064,170.01,BRL,2025-03-08T22:48:44Z,PS-2025-0000000268,SETTLED
c50e5194-49c3-448b-b881-5f185f34fd6c,MERCH_0007,20.03,BRL,2025-03-08T04:27:59Z,PS-2025-0000000284,SETTLED
f11cc0a4-bf06-4520-988a-617b254338df,MERCH_0036,22.21,BRL,2025-03-08T02:47:56Z,PS-2025-0000000296,SETTLED
4a4a15ea-075d-4cd4-a55c-82c7cadee3ec,MERCH_0034,25.99,BRL,2025-03-08T12:13:51Z,PS-2025-0000000318,SETTLED
18c30aa9-a013-4044-a041-301d10168d65,MERCH_0004,149.86,BRL,2025-03-08T03:59:18Z,PS-2025-0000000360,SETTLED
4c618a43-6f04-4c76-b3e6-922da5044925,MERCH_0074,2194.67,BRL,2025-03-08T01:58:46Z,PS-2025-0000000410,SETTLED
a7c5f960-5a72-44a2-a5ba-779562a876d7,MERCH_0037,11.61,BRL,2025-03-08T15:52:25Z,PS-2025-0000000438,SETTLED
6ee095d5-c4a9-48ac-a59e-2debec285a93,MERCH_0026,39.65,BRL,2025-03-08T03:56:41Z,PS-2025-0000000453,SETTLED
a197339c-913a-4b6c-a8df-e59a2dbdc7cf,MERCH_0078,54.84,BRL,2025-03-08T10:52:38Z,PS-2025-0000000465,SETTLED
b7a745e2-e327-419f-9895-cceaafe2ff5c,MERCH_0036,388.89,USD,2025-03-08T14:06:20Z,PS-2025-0000000467,SETTLED
c2f86229-972c-4583-9062-00e3356ad651,MERCH_0068,735.47,BRL,2025-03-08T22:45:16Z,PS-2025-0000000475,SETTLED
9203c5d2-351d-4137-9518-5b7230accfda,MERCH_0061,272.18,BRL,2025-03-08T09:22:58Z,PS-2025-0000000497,SETTLED
529e0da0-3325-4134-abdf-eeb4b6799210,MERCH_0017,29.39,BRL,2025-03-08T18:22:45Z,PS-2025-0000000565,SETTLED
23e8bb05-05ec-447e-aec4-32d0bf660225,MERCH_0016,449.83,BRL,2025-03-08T06:25:51Z,PS-2025-0000000581,SETTLED
9f40ce6a-07c4-48ba-b1f2-7f0fd1a9af91,MERCH_0005,178.96,BRL,2025-03-08T08:28:16Z,PS-2025-0000000615,SETTLED
609eee72-fb9c-4872-912b-c3600ad27057,MERCH_0018,606.52,BRL,2025-03-08T05:18:23Z,PS-2025-0000000688,SETTLED
5401e034-45ae-45d2-bbbf-d6926f125321,MERCH_0066,233.17,BRL,2025-03-08T23:14:08Z,PS-2025-0000000696,SETTLED
deb51d16-3020-403f-9a69-e2c663a35592,MERCH_0086,59.84,BRL,2025-03-08T03:07:17Z,PS-2025-0000000720,SETTLED
16e1cf6b-a2e1-4d75-b2e2-f3cc3873335f,MERCH_0067,58.09,BRL,2025-03-08T03:05:12Z,PS-2025-0000000733,SETTLED
c8ce14bb-7dc6-4851-946a-537bbc0b55fe,MERCH_0094,4.00,BRL,2025-03-08T16:50:41Z,PS-2025-0000000764,SETTLED
85a33467-b110-4489-9022-c8a1042ac25f,MERCH_0050,517.03,BRL,2025-03-08T07:23:53Z,PS-2025-0000000837,SETTLED
c2a423f2-f8e8-4938-b2df-f2fe9c902821,MERCH_0037,1631.39,BRL,2025-03-08T03:35:52Z,PS-2025-0000000859,SETTLED
d10b41c1-6a5b-44e4-b0e2-aa55284c3ab4,MERCH_0015,22.26,BRL,2025-03-08T15:01:21Z,PS-2025-0000000881,SETTLED
8f1372bb-db55-467b-baa7-4acf50b4927c,MERCH_0040,137.29,BRL,2025-03-08T19:13:47Z,PS-2025-0000000892,SETTLED
fafbb18e-99d2-47f2-ab1f-283e856b1c79,MERCH_0024,80.39,BRL,2025-03-08T15:43:30Z,PS-2025-0000000946,SETTLED
5ab2c279-6e14-4fa4-8ee5-8a98fc761e36,MERCH_0013,22.60,BRL,2025-03-08T10:11:42Z,PS-2025-0000001024,SETTLED
4ccb8ee7-77ea-4daa-bc46-b0719adad16b,MERCH_0034,91.44,BRL,2025-03-08T06:01:13Z,PS-2025-0000001069,SETTLED
02241f4c-d448-4f65-af18-d5e83d1bd63a,MERCH_0048,130.82,BRL,2025-03-08T15:30:43Z,PS-2025-0000001074,SETTLED
b58244ab-788f-4376-98b8-17d462618710,MERCH_0033,37.88,BRL,2025-03-08T18:55:07Z,PS-2025-0000001119,SETTLED
7151bed7-527f-4409-896e-c14913550472,MERCH_0028,77.90,BRL,2025-03-08T15:27:24Z,PS-2025-0000001225,SETTLED
2689bcec-f687-4db2-ac9c-a563126a9d3c,MERCH_0026,66.14,BRL,2025-03-08T16:28:11Z,PS-2025-0000001263,SETTLED
0c7f1bc5-80f7-45f0-96e3-3c1dc0206118,MERCH_0081,20.50,BRL,2025-03-08T01:03:22Z,PS-2025-0000001361,SETTLED
6e5883cb-c2a7-4547-bbc6-f4ba26cf8ce8,MERCH_0081,231.07,BRL,2025-03-08T12:25:33Z,PS-2025-0000001463,SETTLED
20a801b8-83d5-4363-b837-15bfeb1679f4,MERCH_0063,44.71,BRL,2025-03-08T21:36:53Z,PS-2025-0000001535,SETTLED
5d242ff6-0ea0-43bb-ac67-494bacb456d3,MERCH_0066,77.51,BRL,2025-03-08T10:44:28Z,PS-2025-0000001546,SETTLED
55ecb00d-ae69-4e2b-9d9a-06fd1e58f6e6,MERCH_0040,2121.20,BRL,2025-03-08T02:48:00Z,PS-2025-0000001547,SETTLED
7e27ca2c-d6f3-44dc-a546-ea627d70c952,MERCH_0085,602.69,BRL,2025-03-08T07:55:58Z,PS-2025-0000001549,SETTLED
255e41b2-1e12-4794-8697-f23e29d17687,MERCH_0081,415.69,BRL,2025-03-08T03:51:14Z,PS-2025-0000001563,SETTLED
3ae09dba-97d9-44e9-9ed5-08438e1eff05,MERCH_0045,759.67,BRL,2025-03-08T12:51:46Z,PS-2025-0000001654,SETTLED
0d3ece41-5c81-4499-bcf6-f900917f06dc,MERCH_0061,57.29,BRL,2025-03-08T14:06:14Z,PS-2025-0000001665,SETTLED
d4d31ea4-11e3-4cf0-90a1-fe4bd50d4252,MERCH_0017,16.30,BRL,2025-03-08T06:50:09Z,PS-2025-0000001697,SETTLED
a0ed474e-3707-43ac-b0af-44d0f319a236,MERCH_0093,156.44,BRL,2025-03-08T17:33:05Z,PS-2025-0000001728,SETTLED
7a550fe5-7fb8-4aba-907b-f7d5570b2c06,MERCH_0074,615.04,BRL,2025-03-08T20:35:30Z,PS-2025-0000001741,SETTLED
46bb3af6-9ab8-4051-8df1-e463084d8414,MERCH_0014,37.25,BRL,2025-03-08T21:53:20Z,PS-2025-0000001782,SETTLED
662fdfe9-dfcf-4e2e-a685-24de98c17152,MERCH_0032,66.91,BRL,2025-03-08T01:34:36Z,PS-2025-0000001832,SETTLED
6f4daa4f-ef9a-4893-9965-a8ee01d39216,MERCH_0022,41.80,USD,2025-03-08T08:36:07Z,PS-2025-0000001914,SETTLED
b340305e-eee8-4588-b4a5-09311a890fdc,MERCH_0057,338.43,BRL,2025-03-08T01:14:52Z,PS-2025-0000001973,SETTLED
ff49a4a0-216d-433d-b3f3-4aa96f3f7de4,MERCH_0003,5.95,BRL,2025-03-08T06:15:50Z,PS-2025-0000002034,SETTLED
9c1b6efa-3738-463f-8212-798d8115e352,MERCH_0064,40.52,BRL,2025-03-08T16:07:56Z,PS-2025-0000002050,SETTLED
5fb06df7-3902-452e-a2f0-56843280d327,MERCH_0003,267.47,BRL,2025-03-08T06:05:13Z,PS-2025-0000002051,SETTLED
ed153a24-4c96-40e8-98af-8235937494cb,MERCH_0009,18.59,BRL,2025-03-08T07:52:43Z,PS-2025-0000002077,SETTLED
01bab5f5-56e0-4c4e-8e37-230601c518d0,MERCH_0084,356.02,BRL,2025-03-08T13:56:10Z,PS-2025-0000002091,SETTLED
f93d6488-9fad-412c-b5fa-3a3500d82181,MERCH_0095,52.21,USD,2025-03-08T03:22:14Z,PS-2025-0000002188,SETTLED
ca80b197-f97d-4124-bc05-ffa6a1761dbb,MERCH_0004,177.78,BRL,2025-03-08T08:11:18Z,PS-2025-0000002259,SETTLED
a4d9b041-835a-4fda-bc04-a50e006057a3,MERCH_0100,264.85,BRL,2025-03-08T20:38:12Z,PS-2025-0000002261,SETTLED
23bdee65-f1b2-45e2-8a8a-149c98cb7162,MERCH_0098,1633.37,BRL,2025-03-08T04:10:47Z,PS-2025-0000002297,SETTLED
fe598823-53a4-45b6-b2b3-6c45d525e946,MERCH_0046,69.17,BRL,2025-03-08T15:40:45Z,PS-2025-0000002338,SETTLED
613fa3c6-3479-4c45-8e7d-8965dcbc66f5,MERCH_0077,16.57,BRL,2025-03-08T16:43:57Z,PS-2025-0000002352,SETTLED
92a56d16-d6c9-4130-bd36-c62280b2b011,MERCH_0095,335.08,BRL,2025-03-08T02:07:59Z,PS-2025-0000002371,SETTLED
262ba6b9-a22c-4a65-9137-49b64c875ea5,MERCH_0040,48.17,BRL,2025-03-08T12:55:38Z,PS-2025-0000002438,SETTLED
266cafea-2103-4906-b8f5-bd6c1c936e71,MERCH_0023,28.75,BRL,2025-03-08T21:39:27,PS-2025-0000002446,SETTLED
9de6a89a-c7ad-4a28-9675-1089e8a0a771,MERCH_0093,10.91,BRL,2025-03-08T12:32:01Z,PS-2025-0000002451,SETTLED
3c4229eb-b58d-4f1a-8e2a-41491e0a9004,MERCH_0031,198.61,BRL,2025-03-08T00:19:52Z,PS-2025-0000002453,SETTLED
6a25f5fa-c899-43f6-b81b-d0ffe8abf597,MERCH_0033,220.83,BRL,2025-03-08T10:53:47Z,PS-2025-0000002503,SETTLED
8a49a3b6-7ef8-475c-9746-7c32aa5a5818,MERCH_0048,7.41,BRL,2025-03-08T10:34:42Z,PS-2025-0000002539,SETTLED
d68199b3-4743-4ace-abc3-f60970305c14,MERCH_0092,275.96,BRL,2025-03-08T14:08:05Z,PS-2025-0000002545,SETTLED
df5384c3-c298-4edf-8974-d6313dee7e09,MERCH_0060,24.23,BRL,2025-03-08T08:41:20Z,PS-2025-0000002566,SETTLED
46a434cc-57a1-4f27-9d98-5d4a0b5e044f,MERCH_0016,355.56,BRL,2025-03-08T16:34:02Z,PS-2025-0000002580,SETTLED
7df7e7a8-d39e-4934-901e-2eac14280b3b,MERCH_0040,16.18,BRL,2025-03-08T22:09:41Z,PS-2025-0000002599,SETTLED
add4bcd0-443d-4fbf-b6b3-094fa495f0b9,MERCH_0035,10.36,BRL,2025-03-08T00:16:45Z,PS-2025-0000002654,SETTLED
a25f548d-8836-4c29-938b-f2ffba948e81,MERCH_0072,431.45,BRL,2025-03-08T19:06:57Z,PS-2025-0000002666,SETTLED
86726306-7b21-4449-9563-bf66dff027bb,MERCH_0005,132.22,BRL,2025-03-08T12:22:47Z,PS-2025-0000002693,SETTLED
d5edd777-0c08-486d-9967-36c6e10af9ba,MERCH_0060,53.39,BRL,2025-03-08T07:10:53Z,PS-2025-0000002708,SETTLED
51fdeedf-6f36-49c9-b44d-058ab79204eb,MERCH_0069,356.32,BRL,2025-03-08T18:16:18Z,PS-2025-0000002740,SETTLED
07942b8c-2419-4af8-ae40-db4b51cfa3c7,MERCH_0078,42.75,BRL,2025-03-08T04:58:10Z,PS-2025-0000002825,SETTLED
0bfeb31f-b7ea-4ce0-930c-7a15afa471a6,MERCH_0072,87.55,BRL,2025-03-08T07:41:15Z,PS-2025-0000002922,SETTLED
0b6a3955-bf02-4b83-9b3a-ae1b4b1cf2c7,MERCH_0014,62.80,BRL,2025-03-08T08:51:15Z,PS-2025-0000002924,SETTLED
6288ed2c-5814-4816-a8fb-717a5bade135,MERCH_0029,37.05,BRL,2025-03-08T18:05:06Z,PS-2025-0000002929,SETTLED
38c77235-0be3-41a8-ba02-282d85792855,MERCH_0066,16.99,BRL,2025-03-08T06:40:24Z,PS-2025-0000002933,SETTLED
de723b9b-b64c-40c7-abb2-4a6a396ef057,MERCH_0022,46.88,BRL,2025-03-08T02:11:41Z,PS-2025-0000003053,SETTLED
19916060-2333-4a14-ac0c-6db50945e2e6,MERCH_0092,"134,10",BRL,2025-03-08T08:01:08Z,PS-2025-0000003054,SETTLED
7b8355e9-f8a3-4dd7-acea-4144efc79baa,MERCH_0055,34.30,BRL,2025-03-08T18:37:33Z,PS-2025-0000003091,SETTLED
c0e7e1a7-e84d-42e6-9712-00edc4922fe4,MERCH_0095,104.65,BRL,2025-03-08T03:09:38Z,PS-2025-0000003099,SETTLED
b57731b0-e7f1-4a32-8a3b-8919dbadd040,MERCH_0081,37.61,BRL,2025-03-08T09:47:36Z,PS-2025-0000003185,SETTLED
bcfac962-ff43-45a0-95d8-08d5058bc608,MERCH_0081,29.45,BRL,2025-03-08T05:15:21Z,PS-2025-0000003246,SETTLED
469f006a-d749-4f12-94db-444a4fc8b678,MERCH_0008,44.07,BRL,2025-03-08T07:41:59Z,PS-2025-0000003272,SETTLED
2335726f-41ae-4c7f-9f81-8674eff82887,MERCH_0085,131.77,BRL,2025-03-08T16:48:31Z,PS-2025-0000003300,SETTLED
3e16d0c6-9a75-4325-a906-ac4ad1803845,MERCH_0016,1377.27,BRL,2025-03-08T12:02:57Z,PS-2025-0000003350,SETTLED
ee984eb3-c0a1-45a9-97d7-1afc31a44f0a,MERCH_0087,71.02,BRL,2025-03-08T12:57:11Z,PS-2025-0000003364,SETTLED
932f024e-8f92-487d-9761-7490ae6401c1,MERCH_0057,81.80,BRL,2025-03-08T06:46:55Z,PS-2025-0000003376,SETTLED
49b1174f-29be-4ce3-93c0-20f43789dd8f,MERCH_0020,113.09,BRL,2025-03-08T13:59:55Z,PS-2025-0000003429,SETTLED
a5ceda45-a148-4f11-b29c-885b8dfc8f0b,MERCH_0075,23.63,BRL,2025-03-08T11:34:05Z,PS-2025-0000003430,SETTLED
43f23966-9949-4d26-943d-ad885a71a7e2,MERCH_0036,47.70,BRL,2025-03-08T16:00:34Z,PS-2025-0000003452,SETTLED
021e18fd-3bcf-411d-8fe9-004c8617e299,MERCH_0023,83.18,USD,2025-03-08T22:35:53Z,PS-2025-0000003603,SETTLED
ef4405e7-2c4a-4dc8-b7bb-6fb123c4d1c5,MERCH_0023,38.00,BRL,2025-03-08T15:04:24Z,PS-2025-0000003699,SETTLED
8d551394-ac5c-453d-9a67-8dc6c45e3e0c,MERCH_0009,144.27,BRL,2025-03-08T18:10:09Z,PS-2025-0000003714,SETTLED
