transaction_id,merchant_id,amount,currency,settled_at,processor_reference,status
260a5962-dd81-47f5-bd59-11c6a8f1e091,MERCH_0058,113.77,BRL,2025-03-28T22:22:11Z,PS-2025-0000000023,SETTLED
c33a1f6c-1d69-4fba-9e18-7b248e676a01,MERCH_0036,490.98,BRL,2025-03-28T05:56:24Z,PS-2025-0000000039,SETTLED
5299e505-2976-4ab2-aa26-f7704ddb1b36,MERCH_0091,95.04,BRL,2025-03-28T00:31:14Z,PS-2025-0000000064,SETTLED
18c01e2b-f99f-4704-a0f0-156a1e6a6628,MERCH_0051,108.60,BRL,2025-03-28T20:41:29Z,PS-2025-0000000069,SETTLED
e6e59b32-ac5f-42ef-8085-c1471e910f36,MERCH_0007,17.13,BRL,2025-03-28T15:50:08Z,PS-2025-0000000123,SETTLED
9ea87552-c475-46bf-8f66-0bbd54fc286f,MERCH_0077,148.66,BRL,2025-03-28T03:06:58Z,PS-2025-0000000164,SETTLED
1ee93260-3002-4831-b227-e8d89c60c81b,MERCH_0051,34.39,BRL,2025-03-28T19:53:56Z,PS-2025-0000000165,REVERSED
b6f56f1c-c4a5-41cd-b97f-49941f38df55,MERCH_0032,8.67,BRL,2025-03-28T09:53:34Z,PS-2025-0000000210,SETTLED
287e4086-a854-427e-9667-3e4981338bdc,MERCH_0069,57.75,EUR,2025-03-28T05:34:04Z,PS-2025-0000000218,SETTLED
0222305d-f1f7-4605-a79e-36267707ac0e,MERCH_0009,759.33,BRL,2025-03-28T20:29:57Z,PS-2025-0000000226,SETTLED
833cd4f2-a772-4290-b8d5-40ef030b4532,MERCH_0098,11.86,USD,2025-03-28T03:06:55Z,PS-2025-0000000374,SETTLED
be30cae9-5c83-498e-8f5e-7840bdc551bb,MERCH_0100,42.76,BRL,2025-03-28T12:44:39Z,PS-2025-0000000428,SETTLED
5b9facde-b409-4855-a3f2-fc26405a8f9e,MERCH_0009,35.27,BRL,2025-03-28T20:33:17Z,PS-2025-0000000498,SETTLED
55d8a81a-81ce-420e-a81f-45ff53bddb05,MERCH_0036,131.96,BRL,2025-03-28T01:05:55Z,PS-2025-0000000521,SETTLED
c32bba73-b417-4ee1-b8dc-639081278b86,MERCH_0094,503.02,BRL,2025-03-28T23:05:30Z,PS-2025-0000000528,SETTLED
7b88e4ef-567f-4096-99d7-54775f8b00f7,MERCH_0087,285.25,BRL,2025-03-28T10:52:07Z,PS-2025-0000000548,SETTLED
ce31ce5c-213b-4241-83c5-9c143824c62b,MERCH_0019,22.21,BRL,2025-03-28T18:47:53Z,PS-2025-0000000591,SETTLED
dbb93bf6-6c8c-4bac-9c13-0aa7f4836de8,MERCH_0026,334.83,BRL,2025-03-28T01:32:09Z,PS-2025-0000000596,SETTLED
06906169-e878-4458-ab48-106d6e8a457f,MERCH_0028,2062.63,BRL,2025-03-28T19:52:08Z,PS-2025-0000000603,SETTLED
6a499f0b-29cb-41b1-a6ea-945ee16c77ac,MERCH_0016,18.70,BRL,2025-03-28T15:27:27Z,PS-2025-0000000632,SETTLED
503eeaf2-04f7-4882-a3fb-8c1d7841b3dd,MERCH_0066,30.97,BRL,2025-03-28T03:04:09Z,PS-2025-0000000646,SETTLED
685018bf-f5c3-47f5-983d-2337e5b23a6d,MERCH_0085,252.17,BRL,2025-03-28T09:21:56Z,PS-2025-0000000755,SETTLED
c768edb9-05d8-4146-97f4-2764de1a8a8e,MERCH_0020,417.51,BRL,2025-03-28T21:46:18Z,PS-2025-0000000792,SETTLED
6c589836-3a04-44d7-a113-6ce039ba7d2f,MERCH_0055,18.38,BRL,2025-03-28T23:05:05Z,PS-2025-0000000888,SETTLED
020ab8a8-f7a3-4987-9a86-45c4285e9704,MERCH_0098,140.48,BRL,2025-03-28T22:48:58Z,PS-2025-0000000903,SETTLED
e6cfaf54-ca9d-428c-8d5a-f123085d07e6,MERCH_0084,50.15,BRL,2025-03-28T01:40:14Z,PS-2025-0000000907,SETTLED
116f176a-755d-4764-8bc6-fdb98a497bbd,MERCH_0075,80.43,BRL,2025-03-28T03:47:56Z,PS-2025-0000000911,SETTLED
2e0cf801-f436-4b12-8391-ef93aa012ab9,MERCH_0006,219.77,BRL,2025-03-28T13:39:42Z,PS-2025-0000000920,SETTLED
f40e285f-b228-4b79-9e5f-27a9607a93ea,MERCH_0052,128.47,BRL,2025-03-28T18:29:09Z,PS-2025-0000000932,SETTLED
5b68d4ee-2f99-47c3-916e-fd7b7cc289b7,MERCH_0045,64.84,BRL,2025-03-28T20:40:27Z,PS-2025-0000000957,SETTLED
0af875b2-43fe-4d09-9407-3daa68db3370,MERCH_0048,194.22,USD,2025-03-28T13:06:46Z,PS-2025-0000000959,SETTLED
5f09058e-454e-4370-a8d8-fdf437103c3f,MERCH_0100,8.95,BRL,2025-03-28T15:54:26Z,PS-2025-0000000965,SETTLED
3f2d1955-78f3-4ce3-91ef-467b1f4db543,MERCH_0071,97.23,BRL,2025-03-28T04:27:18Z,PS-2025-0000001001,SETTLED
b7019da2-aa44-4966-829e-67838baf1516,MERCH_0014,19.78,BRL,2025-03-28T03:47:24Z,PS-2025-0000001015,SETTLED
61dfd243-38e1-405d-9785-db5af31b74f8,MERCH_0001,71.30,BRL,2025-03-28T20:52:55Z,PS-2025-0000001029,SETTLED
ea7d9349-6779-4ac0-9e7b-5e00ed032b70,MERCH_0070,10.38,EUR,2025-03-28T13:11:27Z,PS-2025-0000001145,SETTLED
c1f60027-2ced-476e-92bb-9866ff933b6d,MERCH_0084,52.03,BRL,2025-03-28T11:32:20Z,PS-2025-0000001150,SETTLED
470d8b46-2982-435f-83d3-856860fa95f1,MERCH_0022,211.18,BRL,2025-03-28T15:10:03Z,PS-2025-0000001163,SETTLED
fbec4b87-3e6e-4d2c-8224-b70ec29f06c7,MERCH_0080,60.50,BRL,2025-03-28T17:12:46Z,PS-2025-0000001194,SETTLED
2271e3be-085e-4fbc-8100-dc0807ddebf3,MERCH_0052,39.98,BRL,2025-03-28T14:30:43Z,PS-2025-0000001195,SETTLED
301e35cb-d6ae-4adf-8c8e-302106624e64,MERCH_0072,29.15,BRL,2025-03-28T03:03:32Z,PS-2025-0000001205,SETTLED
478141fd-729f-4472-ac41-79829787f16d,MERCH_0030,101.11,BRL,2025-03-28T01:59:09Z,PS-2025-0000001377,SETTLED
fd4bdfec-72ff-4ea2-8906-705d3038d052,MERCH_0076,533.39,BRL,2025-03-28T10:12:48Z,PS-2025-0000001404,SETTLED
0276ddf0-78ee-4359-beb9-e02afe36d4f8,MERCH_0097,30.27,BRL,2025-03-28T04:30:18Z,PS-2025-0000001486,SETTLED
8a14c41e-b25c-48c6-aa6a-83ff7d4dbfb4,MERCH_0029,78.43,BRL,2025-03-28T20:14:44Z,PS-2025-0000001496,SETTLED
19f636ea-b3b5-4cc8-a96a-4e81eb1cdb37,MERCH_0077,114.02,BRL,2025-03-28T02:18:45Z,PS-2025-0000001513,SETTLED
9982af3b-9989-42f8-8d30-ef2c4b63e19a,MERCH_0064,830.07,BRL,2025-03-28T01:03:12Z,PS-2025-0000001534,SETTLED
2b6c04c6-9f55-4bb0-9fb2-ecdeb337daf6,MERCH_0071,43.76,BRL,2025-03-28T17:41:48Z,PS-2025-0000001596,SETTLED
e45df6d2-6145-461c-b270-720f0fc3d695,MERCH_0033,60.58,BRL,2025-03-28T14:55:19Z,PS-2025-0000001606,SETTLED
4a31a020-3c5e-4e12-b6f2-eec0e3204881,MERCH_0024,6.34,BRL,2025-03-28T11:25:42Z,PS-2025-0000001622,SETTLED
b59946e2-fe38-4254-8a1f-2fcbf5319da6,MERCH_0026,10.23,BRL,2025-03-28T02:58:15Z,PS-2025-0000001632,SETTLED
781021a1-aec0-4f66-8e5a-4bf3619f0a24,MERCH_0038,45.02,BRL,2025-03-28T03:37:38Z,PS-2025-0000001650,SETTLED
82ab748e-23b6-42c3-b911-4cb2b3a2776e,MERCH_0097,38.38,BRL,2025-03-28T05:23:49Z,PS-2025-0000001795,SETTLED
6e3a1031-137e-4367-a8bf-dd7025c2a5a6,MERCH_0045,140.53,BRL,2025-03-28T09:02:27Z,PS-2025-0000001803,SETTLED
