transaction_id,merchant_id,amount,currency,settled_at,processor_reference,status
1dde7969-6886-43db-a634-8e784d5c55c7,MERCH_0018,27.65,BRL,2025-03-22T16:54:12Z,PS-2025-0000000032,SETTLED
07d924ce-f8c8-4fae-a217-8f84bdb025ff,MERCH_0012,70.07,BRL,2025-03-22T18:35:31Z,PS-2025-0000000040,SETTLED
4d183eba-3cd5-4d7f-89c1-0669c6b33fe6,MERCH_0016,274.37,BRL,2025-03-22T04:12:56Z,PS-2025-0000000054,SETTLED
30d73df7-1c22-4cea-b355-56a5f2bd92f2,MERCH_0003,71.87,BRL,2025-03-22T12:49:05Z,PS-2025-0000000072,SETTLED
dc268108-7140-41a1-afc2-ccfc9db7284b,MERCH_0028,319.33,BRL,2025-03-22T09:30:40Z,PS-2025-0000000116,SETTLED
d450afa2-d8e7-4aeb-a7b3-3085178be968,MERCH_0043,54.63,BRL,2025-03-22T06:08:41Z,PS-2025-0000000129,SETTLED
2cae93a2-89d7-46ef-a62d-7221a65d958e,MERCH_0100,99.03,BRL,2025-03-22T00:14:37Z,PS-2025-0000000202,SETTLED
cd4f2875-df2d-4f20-85a4-3113101d759e,MERCH_0030,40.37,BRL,2025-03-22T10:46:55Z,PS-2025-0000000283,SETTLED
94350cb1-724a-43fb-a016-db34187de0c5,MERCH_0016,22.23,BRL,2025-03-22T03:33:27Z,PS-2025-0000000361,SETTLED
1b912adc-8333-44f6-aa6a-01490b44676d,MERCH_0042,4483.34,BRL,2025-03-22T07:06:44Z,PS-2025-0000000384,SETTLED
394b5d35-df37-4ff8-9532-7432b118cad6,MERCH_0074,144.86,BRL,2025-03-22T21:54:42Z,PS-2025-0000000402,SETTLED
3ef3d5be-ebee-4c80-a769-8b2df1abf7a0,MERCH_0050,104.45,BRL,2025-03-22T22:08:27Z,PS-2025-0000000441,SETTLED
e5dd614c-a70b-4a9c-bd5e-69df2fc2147c,MERCH_0029,8.30,BRL,2025-03-22T08:59:32Z,PS-2025-0000000463,SETTLED
d57758f5-e03c-43df-884b-bdf5603f4ddc,MERCH_0056,201.43,BRL,2025-03-22T19:47:24Z,PS-2025-0000000487,SETTLED
4d53280e-1ebd-45b6-a605-84a208f548e7,MERCH_0019,437.22,BRL,2025-03-22T23:48:55Z,PS-2025-0000000657,SETTLED
7f4423d5-49a1-47a1-8571-32539956ad9b,MERCH_0099,61.05,BRL,2025-03-22T17:07:55Z,PS-2025-0000000674,SETTLED
dfefb72a-4570-47fe-af25-2aa844a9844f,MERCH_0037,330.34,BRL,2025-03-22T00:17:28Z,PS-2025-0000000676,SETTLED
78cb7469-6142-494a-9899-598d5b5cfadf,MERCH_0080,22.01,BRL,2025-03-22T23:54:09Z,PS-2025-0000000724,SETTLED
e9066120-85b0-49fe-bdbb-4c184984e0ab,MERCH_0099,266.90,BRL,2025-03-22T00:59:07Z,PS-2025-0000000735,SETTLED
915fbbf9-53cf-4f73-a384-bb95921409e1,MERCH_0051,747.26,USD,2025-03-22T21:20:34Z,PS-2025-0000000767,SETTLED
1b6e6353-8d6e-4e62-88c6-7501b45f252f,MERCH_0002,31.92,BRL,2025-03-22T17:33:24Z,PS-2025-0000000833,SETTLED
c8b80c6c-2f54-4dc6-9a24-beb86295b041,MERCH_0010,418.38,BRL,2025-03-22T23:01:23Z,PS-2025-0000000844,SETTLED
32ce3db1-08fb-47dc-a88f-12a42a1b41ed,MERCH_0016,62.66,BRL,2025-03-22T21:09:42Z,PS-2025-0000000886,SETTLED
bd731fcc-31ff-48f9-a8a5-41f8313e59a2,MERCH_0095,42.12,BRL,2025-03-22T21:55:35Z,PS-2025-0000000916,SETTLED
8caf7d2a-bc40-47fa-9c63-86f732fc5015,MERCH_0003,76.44,BRL,2025-03-22T04:51:27Z,PS-2025-0000000925,SETTLED
e2f7da51-4c40-4716-bcf8-fa8f71c01cb1,MERCH_0018,66.46,BRL,2025-03-22T19:10:22Z,PS-2025-0000000933,REVERSED
4e444af9-b106-445a-b1f6-aee91f4a4706,MERCH_0053,74.89,BRL,2025-03-22T15:16:44Z,PS-2025-0000000947,SETTLED
0c07cdc3-93bc-406c-b7cf-865f71fed889,MERCH_0048,68.94,BRL,2025-03-22T03:04:39Z,PS-2025-0000000953,SETTLED
a7a52a11-0784-481d-a006-1fdb16ee2513,MERCH_0034,73.88,BRL,2025-03-22T11:33:16Z,PS-2025-0000000984,SETTLED
3e2358f8-2484-4f73-9e2e-fb930e72f8df,MERCH_0064,73.63,BRL,2025-03-22T13:23:01Z,PS-2025-0000001019,SETTLED
299b4130-cafc-4c0e-ab66-201cf21d96e7,MERCH_0032,"107,14",BRL,2025-03-22T02:27:46Z,PS-2025-0000001027,SETTLED
af09dba1-cc78-4060-b46f-3431fe839021,MERCH_0087,34.43,USD,2025-03-22T14:40:58Z,PS-2025-0000001071,SETTLED
432596e4-9bba-4501-85f7-591a22a01cb0,MERCH_0044,143.11,BRL,2025-03-22T03:02:56Z,PS-2025-0000001075,SETTLED
488c7a64-361b-4766-8786-44b959b33931,MERCH_0037,21.07,BRL,2025-03-22T06:10:24Z,PS-2025-0000001077,SETTLED
05ec28ed-0af1-4f9e-8bd1-fe082f26e55a,MERCH_0046,691.00,BRL,2025-03-22T11:41:53Z,PS-2025-0000001230,SETTLED
94e60ced-48ec-4cc6-a4f6-be877a20e2e2,MERCH_0079,20.59,BRL,2025-03-22T12:10:35Z,PS-2025-0000001238,SETTLED
f608f37b-c6f6-4c51-9278-db82e9289e9d,MERCH_0044,9.82,BRL,2025-03-22T16:00:52Z,PS-2025-0000001243,SETTLED
46c462a7-f722-4aff-b515-26dfb562b72e,MERCH_0012,11.17,USD,2025-03-22T17:47:14Z,PS-2025-0000001291,SETTLED
bfd7d03f-552f-4fed-a10e-6d9e0c4ed3f4,MERCH_0027,448.59,BRL,2025-03-22T04:00:59Z,PS-2025-0000001296,SETTLED
49dfd018-4459-47bd-8312-5577a42f5d7c,MERCH_0096,344.98,BRL,2025-03-22T02:29:58Z,PS-2025-0000001298,SETTLED
49a917d6-c439-43ed-ba8d-24d6dbdadb93,MERCH_0079,31.33,USD,2025-03-22T18:11:04Z,PS-2025-0000001302,SETTLED
af479a0b-e7fd-4482-b7c9-debe52a9a87f,MERCH_0097,6.44,BRL,2025-03-22T01:02:00Z,PS-2025-0000001317,SETTLED
c310b79e-a5ba-4e26-82fc-1353f67bd794,MERCH_0042,461.06,BRL,2025-03-22T23:49:26Z,PS-2025-0000001347,SETTLED
4f6afb49-6c50-420b-bae1-7621fc5ac906,MERCH_0013,36.36,BRL,2025-03-22T04:34:48Z,PS-2025-0000001351,SETTLED
