transaction_id,merchant_id,amount,currency,settled_at,processor_reference,status
8a175dfe-bfc0-4dc8-84f6-4d8678660765,MERCH_0007,369.77,EUR,2025-03-14T11:11:05Z,PS-2025-0000000008,SETTLED
9feefdff-c566-4a81-b15e-54f6d4d30795,MERCH_0022,33.23,BRL,2025-03-14T10:36:58Z,PS-2025-0000000050,SETTLED
9d66e815-5a41-43b3-a95f-176cdebac186,MERCH_0056,140.42,BRL,2025-03-14T07:16:46Z,PS-2025-0000000059,SETTLED
00e3a026-d5b6-4e85-b902-39d9fa8dae42,MERCH_0097,197.15,BRL,2025-03-14T13:15:16Z,PS-2025-0000000084,SETTLED
9e0b7b01-7536-49ef-9873-dad95a1baf0e,MERCH_0023,30.51,BRL,2025-03-14T05:22:19Z,PS-2025-0000000106,SETTLED
6a59c043-c461-4234-8044-beb2b66edbf4,MERCH_0055,109.51,BRL,2025-03-14T04:26:42Z,PS-2025-0000000119,SETTLED
7af6cd41-99a7-499b-a005-f5e1a97a2846,MERCH_0026,84.65,BRL,2025-03-14T09:11:25Z,PS-2025-0000000139,SETTLED
e8ca7483-dc0e-4375-85d0-691c33cd1d56,MERCH_0065,117.22,BRL,2025-03-14T13:48:49Z,PS-2025-0000000187,SETTLED
f613bda0-56f4-41e5-81e9-c4fa3e4727fd,MERCH_0100,108.18,BRL,2025-03-14T11:30:15Z,PS-2025-0000000195,SETTLED
c509d558-0632-4b36-a7c8-f0c59808552c,MERCH_0040,141.63,BRL,2025-03-14T05:56:07Z,PS-2025-0000000224,SETTLED
123c6a29-969b-4b4b-bcce-3ef8a41bc4c2,MERCH_0053,199.35,BRL,2025-03-14T07:58:56Z,PS-2025-0000000392,SETTLED
ce67b962-548b-4bb7-9f82-00b85b24bb54,MERCH_0013,26.36,BRL,2025-03-14T16:14:19Z,PS-2025-0000000398,SETTLED
837905ed-afc8-4769-826e-6d114251d2f0,MERCH_0092,35.06,BRL,2025-03-14T09:21:43Z,PS-2025-0000000417,SETTLED
9267e7e6-28f5-45c2-80eb-f7252f1ef8dc,MERCH_0028,550.66,BRL,2025-03-14T17:06:29Z,PS-2025-0000000431,SETTLED
dbd165a3-b716-407d-b5a0-987556dbc7ac,MERCH_0018,46.09,BRL,2025-03-14T14:52:54Z,PS-2025-0000000493,SETTLED
2ef6a152-bbc2-4de6-a275-8233b33aa6b9,MERCH_0093,667.60,BRL,2025-03-14T22:31:57Z,PS-2025-0000000517,SETTLED
26976497-6cfb-4acc-ae0c-5488a76f7d3c,MERCH_0037,85.29,BRL,2025-03-14T10:22:50Z,PS-2025-0000000552,SETTLED
bd2af2c4-fe8d-4353-a16b-1b8ce3acd21a,MERCH_0020,142.74,BRL,2025-03-14T12:04:49Z,PS-2025-0000000583,REVERSED
245f8b4a-2716-4ab6-b3c1-d55776e26e93,MERCH_0095,140.50,BRL,2025-03-14T04:52:48Z,PS-2025-0000000642,SETTLED
648e85eb-d1c1-42db-a82a-113285eb4279,MERCH_0029,18.45,BRL,2025-03-14T16:58:06,PS-2025-0000000663,SETTLED
5ad27e7a-4b40-401a-9926-066413ffe66e,MERCH_0066,27.51,BRL,2025-03-14T09:47:26Z,PS-2025-0000000691,SETTLED
f82258a7-d306-4664-8585-7b6b7b98ac6e,MERCH_0065,1224.81,BRL,2025-03-14T02:16:34Z,PS-2025-0000000705,SETTLED
